-13.5000,35.2813,3.1165,92.7914,-5.7660,4.8817
-13.5532,35.0705,3.0439,92.7629,-5.5109,4.8128
-14.8776,33.7590,2.6692,96.4770,-3.9670,5.4206
-15.8431,32.8358,2.4013,99.5140,-2.7128,5.2105
-16.8058,32.0133,2.4288,103.5271,-2.0436,5.7834
-17.7727,31.0922,2.9774,107.3879,-1.6923,7.1191
-18.4851,30.5319,3.3085,111.3054,-2.0571,8.0598
-19.4716,29.1162,3.4660,117.3674,-1.8344,9.0441
-20.0766,28.5250,3.8205,123.1091,-1.9560,9.5912
-20.2163,27.7468,4.3236,125.9260,-1.4552,9.9437
-20.0558,28.1475,4.4854,125.9106,-1.9147,10.7410
-20.3051,28.0215,4.2053,126.2218,-1.8778,10.5640
-19.8234,28.2767,4.4270,124.7337,-1.8294,10.9736
-19.4415,29.0527,4.3516,119.6575,-2.1896,9.8482
-19.0086,29.7372,3.9041,115.8235,-1.5926,9.7139
-18.4063,30.2701,3.8403,111.7811,-1.6533,9.5103
-17.8067,30.9321,3.3727,107.9640,-1.5860,8.8386
-16.7820,31.7812,3.1630,103.3466,-1.4816,8.1706
-15.9330,32.6203,2.7723,99.3619,-1.6558,8.0291
-15.0285,33.2431,2.8639,95.2811,-1.9834,7.9795
-13.2590,34.0210,2.6583,88.0732,-1.3726,7.5487
-11.8184,34.5944,2.2295,82.9311,-0.8098,7.3296
-11.8179,34.6304,2.3637,82.8637,-0.9222,7.3731
