-13.3132,35.0059,2.8708,90.9821,1.0565,10.4107
-13.4341,34.8433,2.8647,91.4612,1.1734,10.4729
-14.3313,34.4311,3.0163,95.2885,0.2130,10.4105
-15.7890,33.7164,3.2099,100.3007,0.1477,10.7335
-16.8094,33.0661,4.0229,104.8465,-0.2118,11.3971
-17.7030,32.5146,4.1439,108.7545,-0.4981,11.1970
-18.3890,31.5307,3.8613,112.4472,0.4151,11.1769
-19.7271,30.3573,4.7055,119.2120,-0.1905,11.6087
-20.5412,29.2882,4.5153,124.5988,0.1956,11.3932
-20.6762,28.6331,4.9081,127.2587,1.0036,11.7366
-21.4909,27.8271,4.3232,132.6661,2.5600,11.2965
-21.6353,27.6274,4.7106,135.6546,3.3717,12.5183
-21.6149,27.8504,4.4473,135.5588,3.3940,12.3638
-21.5520,27.9188,4.1895,134.1539,3.4232,11.6096
-21.1415,28.3655,3.8921,130.2712,2.1934,10.8519
-20.3652,29.1298,3.9756,124.6562,0.6299,10.1185
-19.7669,30.1277,3.6548,118.4443,0.6035,10.2174
-18.4190,31.3821,3.4550,111.4369,0.0587,9.9547
-16.8929,32.7807,2.3159,104.7615,0.0138,9.8379
-16.2080,33.3493,3.5972,100.0853,-0.1634,10.6532
-14.1171,34.3057,3.0592,92.2242,0.1088,10.8199
-12.3215,34.9718,2.6167,86.2663,1.0739,11.0895
-11.9826,35.3658,2.8515,85.9482,0.5834,11.1943
