-10.9218,41.4413,1.6811,85.5087,1.3032,7.9978
-10.9445,41.3540,1.5916,85.6198,1.1836,7.7526
-12.8628,39.1111,0.7648,89.4430,1.0538,3.9467
-15.5532,37.1994,1.0777,97.0137,-0.2313,3.4180
-16.5422,36.4816,0.9855,101.6028,-0.4546,3.0623
-17.8490,35.6945,1.3818,106.7690,-0.7562,3.5426
-19.0716,34.8677,1.2209,112.3036,-0.9550,3.1271
-20.0238,33.7353,1.5604,117.8176,-0.2288,4.1213
-21.7098,31.4733,2.2011,128.4942,0.3692,5.5985
-22.2198,31.1708,3.3478,135.5597,-0.5803,7.4255
-22.9168,31.1505,4.0403,141.0735,-1.2152,8.5517
-23.4668,32.1412,4.4414,142.9733,-3.7378,9.8360
-23.8452,31.9165,5.7596,145.7888,-5.0202,10.9265
-24.1325,31.8177,5.0801,146.2370,-4.3994,10.9041
-22.6853,31.7768,4.6023,140.3075,-3.4178,10.5180
-22.0540,30.6686,3.6728,131.6413,-0.3512,9.3554
-21.1870,31.7984,2.5908,123.1505,0.1087,6.7393
-20.0769,33.0548,1.6870,116.1744,0.5779,4.4139
-18.0185,35.2881,2.0240,105.8184,1.0155,5.9434
-15.7893,36.9328,2.5074,97.3536,0.9998,8.4292
-12.5093,38.2870,3.0328,86.5465,-0.7488,8.9845
-8.5919,40.1062,2.5534,76.7579,-0.4813,10.9414
-7.9753,40.2286,2.1694,75.0647,-0.2842,10.4614
