-7.3359,39.1496,15.6816,51.2356,-1.3922,13.0378
-7.3188,39.2534,0.9895,44.6818,0.8242,9.9893
-7.4764,39.7167,-1.2078,39.4816,-0.1801,9.3723
-6.9821,39.3683,0.1765,34.1647,0.5138,8.7541
-6.3376,39.6739,0.9158,27.1969,-0.4786,6.5299
-5.0745,39.5855,-0.3475,20.2106,0.0140,5.7351
-4.6290,39.1802,1.5152,14.8602,0.1438,5.5010
-4.9610,39.1855,2.1324,12.9331,0.2018,4.8061
-4.8098,39.1747,-0.2936,9.1120,0.4585,4.8463
-4.1394,39.0147,1.7980,7.7294,0.1777,2.7188
-4.5244,39.0108,-0.1727,3.9366,0.4373,4.3462
-4.3626,39.1528,-0.9887,1.2976,0.3314,3.8734
-4.2153,38.8239,2.9153,-0.1650,0.3624,2.9774
-4.3159,39.1289,0.5123,-1.6995,0.1539,3.2050
-4.5608,39.1404,-0.2628,-2.4438,0.4316,3.8685
-4.6679,39.3745,-1.3467,-2.9184,0.7651,4.1497
-4.8022,39.2761,-1.2374,-2.7533,0.8646,3.2939
-4.5934,39.0757,-0.4837,-2.1458,0.2617,3.4399
-4.1810,38.9601,3.4618,-0.1820,0.1895,3.4789
-4.9946,39.2150,-0.0881,1.4773,0.2084,5.6501
-4.5048,39.4345,3.1186,4.4489,-0.0133,3.8016
-5.1156,39.3630,-0.4612,11.0223,0.1803,5.0115
-4.5983,39.0598,3.1063,12.9633,0.3245,7.1890
-5.4007,39.3673,-2.4319,17.4635,0.5601,7.1253
-5.4622,39.7028,-0.9039,20.7918,0.6441,8.9241
-5.2150,39.4113,-0.0307,24.9980,-0.3475,9.2557
-5.0275,40.1360,-0.4844,27.8078,0.1619,10.1302
