-1.7462,33.1331,1.0459,64.4944,-3.0116,-0.5494
-1.7276,33.2583,1.5697,64.6159,-3.2981,-1.3312
-1.6113,33.0121,1.5912,64.5112,-3.1707,-1.2926
-1.6430,32.9670,1.4683,63.9016,-3.3767,-0.8214
-1.7289,33.1483,1.2792,64.3737,-3.2298,-0.7163
-1.9873,33.0572,1.4911,67.8582,-3.5900,1.9247
-2.1719,33.2201,0.8291,68.0216,-3.5970,2.4372
-1.9921,33.0942,1.2923,68.0633,-3.2785,3.2024
-1.6956,33.0504,1.6410,67.6657,-3.4839,2.7193
-1.6667,32.9999,1.9116,66.0974,-3.5986,1.9996
-1.0594,33.0174,1.3805,63.5680,-3.2563,1.9454
-1.1431,33.0242,2.0212,60.3469,-3.2775,1.5327
-0.8913,33.1595,1.8658,57.0448,-3.2344,1.3096
-0.6887,33.0646,1.6692,54.0402,-3.0923,0.7295
-1.0256,33.1590,1.8217,50.8444,-2.6038,0.3029
-0.6655,33.3074,1.6364,47.8339,-2.4989,0.5772
-0.8099,33.3948,1.2543,45.2315,-2.5595,0.4712
-0.8539,33.5294,0.4307,42.5372,-2.3804,0.4669
-0.7957,33.4241,0.6305,39.6161,-2.2453,-0.0285
-0.5204,33.3299,0.1725,36.2820,-1.8513,0.4617
-0.4354,33.2836,0.1904,33.1573,-1.6413,0.5672
-0.2639,33.1499,0.0776,29.4889,-1.5434,0.2669
-1.1536,33.1816,0.6736,26.4720,-1.6523,-0.9118
-0.9651,33.2074,0.0029,22.2000,-1.0612,-1.4295
-1.6179,33.1125,0.6785,18.5053,-0.8488,-1.9875
-1.8740,33.2434,0.3823,14.8879,-0.8239,-2.3630
-2.7511,33.0712,0.4944,11.8687,-0.5390,-2.1351
-3.4080,32.8151,0.2121,8.4167,0.3411,-2.1331
-4.3445,32.9154,0.6731,6.1079,1.1512,-2.3366
-4.7774,32.6611,0.8214,3.5810,1.5436,-2.2797
-5.4086,32.6399,1.0000,1.8263,0.9577,-1.6523
-7.9178,33.3847,-0.0731,-8.0422,1.2883,-0.4609
