-16.2249,42.7688,3.0374,93.6456,9.0144,16.6391
-16.3038,42.8229,3.0820,93.6456,9.0144,16.6391
-17.8712,42.0913,3.3692,98.2166,8.8399,15.4603
-17.9878,41.8460,3.2702,100.6215,9.3718,15.6518
-18.9826,41.1267,3.3298,104.3087,9.4353,14.7157
-19.5158,40.7825,3.3881,106.8041,9.3919,14.4838
-20.1490,40.2765,3.2906,108.0573,9.6788,13.6652
-21.2682,39.3782,3.0402,112.3326,9.7163,12.8730
-22.5615,38.3707,2.4710,116.8253,9.9288,10.5843
-22.6747,37.8876,2.2576,119.5114,9.4691,9.6356
-23.2100,37.7320,1.8488,119.7676,9.5683,8.6932
-22.6888,37.9392,1.9116,118.7605,9.1466,8.3676
-22.2711,38.0243,2.3111,116.8465,9.1902,9.6809
-21.8251,38.2913,2.3215,114.7325,8.8542,10.2979
-20.4748,39.0963,2.5473,110.3707,8.2740,10.7475
-19.4050,40.2426,2.2679,106.5084,8.9754,11.1711
-19.1004,40.7835,2.2328,104.2101,9.3279,11.4470
-18.5827,41.3153,1.7444,101.8494,9.3630,11.0420
-17.9494,41.4122,1.9412,98.7294,9.2333,11.4779
-17.2712,42.3252,1.6149,94.4279,9.2719,12.0181
-16.0849,42.9621,1.3745,89.6255,8.9682,11.9009
-14.6389,43.7874,0.8839,83.2058,8.7837,11.8411
-14.6490,43.6933,0.8377,83.3102,8.7622,11.9563
