-2.5985,37.4125,-0.5987,60.7194,0.6770,0.3299
-3.1062,37.4579,-0.2141,59.0194,0.4104,0.5648
-1.4263,37.5652,0.3226,40.1954,0.7925,-3.2089
0.1329,37.9644,-0.1340,26.9269,1.0857,-6.9123
0.8364,37.2915,0.4353,18.5016,0.8423,-9.3000
1.0906,37.2461,1.9378,14.2785,0.5976,-8.4171
0.7452,37.6445,0.3785,11.2764,0.5259,-9.5899
0.6900,37.7385,0.2316,11.3223,0.6349,-9.3688
0.5101,37.8767,0.5665,11.4298,0.6551,-9.3018
0.4170,37.6135,0.1319,10.9948,0.7007,-8.3775
0.7782,37.5739,0.3307,4.6890,1.0695,-9.7843
0.7208,37.5559,-0.7717,4.7383,0.6421,-10.0890
1.0564,37.8043,0.7082,4.4577,0.4637,-9.2208
0.7981,37.5593,-0.1924,4.8952,0.6642,-9.3682
0.6781,37.4135,-0.1330,4.6821,0.8139,-9.7879
1.0942,37.6026,0.0258,4.5364,0.5345,-8.2910
0.9705,37.5387,-0.0427,5.8607,0.9655,-7.9570
0.6721,38.1355,-0.3066,10.1553,1.2358,-8.7864
0.3165,37.9340,0.0381,20.4175,0.7411,-7.9333
-0.2820,37.7639,-0.6028,27.6958,0.9812,-6.8705
-1.3620,37.7840,0.2048,36.9917,0.2285,-2.8466
-2.7384,38.0303,0.7865,50.0264,-0.2314,0.8852
-2.8627,37.9589,-0.4830,54.9130,0.2285,1.0592
