-0.4842,2.0444,0.0875,59.8332,-2.3273,8.4071
-0.4633,2.0320,0.0733,60.8616,-2.3877,8.5528
-0.4822,2.0407,0.0643,59.1258,-1.6784,7.8722
-0.4645,2.0521,0.0855,60.1337,-2.6079,7.5189
-0.4546,2.0056,-0.0000,62.2547,-1.0306,7.0105
-0.3890,2.0138,0.0405,62.0177,-0.7818,7.4097
-0.3431,2.0098,0.0125,58.7648,-0.9431,7.6925
-0.3221,2.0354,0.1045,55.9226,-0.8546,8.0407
-0.3713,2.0042,0.0285,47.0969,0.0547,6.7320
-0.3721,1.9973,0.0109,41.3674,-1.0442,7.2171
-0.2937,1.9859,0.0204,32.4144,-0.9944,4.2222
-0.2960,1.9856,-0.1795,29.2385,-0.0447,3.0742
-0.1933,1.9430,-0.0049,23.3592,-0.3564,2.3710
-0.1903,1.9592,-0.0301,21.3009,-1.0105,-0.0061
-0.2125,1.9368,0.0025,18.3070,-0.9453,3.4079
-0.2053,1.9103,0.0268,17.3408,-0.4376,1.4099
-0.1963,1.9472,0.0038,17.3829,-1.4367,2.4105
-0.2215,1.9728,-0.0225,18.3192,0.3182,2.0430
-0.5039,2.0713,0.0813,58.2045,-1.7943,9.4931
-0.4271,2.0300,0.0927,58.4641,-0.7120,9.8941
-0.4466,2.0294,0.0679,59.4395,-0.7463,9.0219
-0.4038,2.0406,0.0966,60.3681,-1.0975,9.4505
-0.3647,2.0249,0.0714,58.5115,-0.4713,9.5335
-0.3678,2.0039,0.0379,58.4955,0.2746,7.6230
-0.4231,2.0044,0.0257,56.5714,-0.8240,7.3379
-0.3532,2.0007,0.0188,45.8486,-0.6086,6.6657
-0.3269,1.9932,-0.0484,41.1482,-0.6807,6.9332
-0.2718,1.9833,-0.0032,30.4195,-0.1147,3.7413
-0.2462,1.9827,0.0140,27.9478,-0.0684,4.0793
