-2.0056,35.8384,0.5132,12.6948,-1.0540,3.1885
-2.9492,35.8737,0.7683,24.5981,-0.6250,3.1873
-3.7862,36.0818,0.4181,32.1282,-0.9094,3.6268
-3.4050,36.0418,0.6026,40.3815,-1.1617,3.9215
-3.7220,35.9685,0.5889,49.4581,-0.6642,4.4441
-3.6405,36.0615,0.8669,56.1589,-0.7975,5.3883
-4.5072,36.2440,0.9713,62.9422,-0.7707,5.6335
-5.1172,35.8340,0.5134,68.7740,-0.9383,7.0036
-6.2284,35.6303,0.1935,74.1807,-0.5160,7.9679
-8.7735,34.9780,1.0232,84.3830,-0.0478,9.6344
-11.2015,33.7945,1.0337,95.0827,0.3913,9.3695
-12.3874,33.2062,1.4396,102.3249,0.1310,8.9555
-15.1593,31.3355,1.8082,112.9384,-0.0539,8.7800
-17.5668,29.2548,2.6552,120.8319,-0.4567,8.4535
-12.9343,31.4035,1.7211,110.1219,0.6398,7.7303
-11.9538,32.1434,0.6475,102.9049,-0.1042,5.5043
-9.4827,33.7869,0.6106,93.5623,0.3454,5.1669
-7.3857,34.6788,0.3424,83.5723,0.4801,6.6680
-4.8422,35.9276,0.2989,71.4241,0.8320,5.6428
-4.0628,36.3159,-0.8446,59.3787,0.8239,5.9991
-3.4973,36.2693,-0.2218,48.4818,0.4495,6.6777
-3.2395,35.8626,-0.9335,38.1324,1.1714,5.6945
-3.3200,35.8908,-1.2476,31.0301,0.8115,5.5876
-2.9008,35.4462,-0.4869,25.0182,0.8968,4.2760
-1.5076,35.7238,0.5387,16.8003,0.3795,3.6464
-2.0371,35.8809,0.1078,8.0310,1.1603,5.3495
